seed,train_time_s,infer_ms_per_sample
42,157.57040320800024,3.4421558724151793
7,189.27336307900077,2.9005515536331505
13,214.98500033600067,3.6966339335662384
77,213.04492765600116,3.631836446367686
101,211.90561861400056,3.332415792384762
202,214.1357936839995,3.7378094359885625
303,157.52924227400035,3.7073794758569045
404,214.40431917999922,3.5345579723184137
505,103.39687917300034,3.73217949481369
606,218.85709126399888,3.204571941178294
